"","isAllNBA","Year","Player","Position","Rebounds","Assists","Blocks","Steals","Points","Turnovers","FieldGoalPercentage","MinutesPerGame","FoulsPerGame"
"18795",TRUE,2016,"Kawhi Leonard","SF",6,2,0,1,21,1,0.506,33,1
"18796",FALSE,2016,"Meyers Leonard","PF",5,1,0,0,8,1,0.448,21,3
"18797",FALSE,2016,"Jon Leuer","PF",5,1,0,0,8,1,0.481,18,1
"18798",TRUE,2016,"Damian Lillard","PG",4,6,0,0,25,3,0.419,35,2
"18799",FALSE,2016,"Jeremy Lin","SG",3,3,0,0,11,1,0.412,26,2
"18800",FALSE,2016,"Shaun Livingston","PG",2,3,0,0,6,1,0.536,19,1
"18801",FALSE,2016,"Kevon Looney","PF",2,0,0,0,1,0,0.571,4,0
"18802",FALSE,2016,"Brook Lopez","C",7,2,1,0,20,2,0.511,33,2
"18803",FALSE,2016,"Robin Lopez","C",7,1,1,0,10,1,0.539,27,2
"18804",FALSE,2016,"Kevin Love","PF",9,2,0,0,16,1,0.419,31,2
"18805",FALSE,2016,"Kyle Lowry","PG",4,6,0,2,21,2,0.427,37,2
"18806",FALSE,2016,"Trey Lyles","PF",3,0,0,0,6,0,0.438,17,1
"18807",FALSE,2016,"Shelvin Mack","PG",2,3,0,0,8,1,0.439,20,1
"18808",FALSE,2016,"Shelvin Mack","PG",0,1,0,0,3,0,0.421,7,0
"18809",FALSE,2016,"Shelvin Mack","PG",3,5,0,0,12,2,0.444,31,2
"18810",FALSE,2016,"Ian Mahinmi","C",7,1,1,0,9,1,0.589,25,3
"18811",FALSE,2016,"Devyn Marble","SG",1,0,0,0,2,0,0.296,8,0
"18812",FALSE,2016,"Boban Marjanovic","C",3,0,0,0,5,0,0.603,9,1
"18813",FALSE,2016,"Kendall Marshall","PG",0,2,0,0,3,1,0.364,13,1
"18814",FALSE,2016,"Jarell Martin","PF",3,0,0,0,5,0,0.466,14,2
"18815",FALSE,2016,"Kevin Martin","SG",2,1,0,0,9,0,0.372,19,1
"18816",FALSE,2016,"Kevin Martin","SG",2,1,0,0,10,1,0.377,21,1
"18817",FALSE,2016,"Kevin Martin","SG",1,0,0,0,6,0,0.353,16,0
"18818",FALSE,2016,"Wesley Matthews","SF",3,1,0,1,12,1,0.388,33,2
"18819",FALSE,2016,"O.J. Mayo","SG",2,2,0,1,7,1,0.371,26,3
"18820",FALSE,2016,"Luc Mbah","PF",2,0,0,0,3,0,0.454,16,1
"18821",FALSE,2016,"James Michael","PF",1,0,0,0,2,0,0.536,6,0
"18822",FALSE,2016,"Ray McCallum","PG",1,1,0,0,3,0,0.377,11,0
"18823",FALSE,2016,"Ray McCallum","PG",1,1,0,0,2,0,0.403,8,0
"18824",FALSE,2016,"Ray McCallum","PG",1,2,0,0,6,1,0.354,21,1
"18825",FALSE,2016,"C.J. McCollum","SG",3,4,0,1,20,2,0.448,34,2
"18826",FALSE,2016,"T.J. McConnell","PG",3,4,0,1,6,1,0.47,19,1
"18827",FALSE,2016,"Chris McCullough","PF",2,0,0,1,4,0,0.404,15,1
"18828",FALSE,2016,"K.J. McDaniels","SF",1,0,0,0,2,0,0.403,6,0
"18829",FALSE,2016,"Doug McDermott","SF",2,0,0,0,9,0,0.452,22,1
"18830",FALSE,2016,"Mitch McGary","PF",0,0,0,0,1,0,0.478,3,0
"18831",FALSE,2016,"JaVale McGee","C",3,0,0,0,5,0,0.575,10,1
"18832",FALSE,2016,"Ben McLemore","SG",2,1,0,0,7,1,0.429,21,2
"18833",FALSE,2016,"Jordan McRae","PG",0,1,0,0,4,0,0.436,8,0
"18834",FALSE,2016,"Jordan McRae","PG",1,1,0,0,5,0,0.423,11,1
"18835",FALSE,2016,"Jordan McRae","PG",0,1,0,0,4,0,0.442,7,0
"18836",FALSE,2016,"Josh McRoberts","PF",2,1,0,0,3,0,0.372,14,1
"18837",FALSE,2016,"Jodie Meeks","SG",1,1,0,0,7,0,0.35,14,0
"18838",FALSE,2016,"Salah Mejri","C",3,0,1,0,3,0,0.628,11,1
"18839",FALSE,2016,"Jordan Mickey","PF",0,0,0,0,1,0,0.364,3,0
"18840",FALSE,2016,"Khris Middleton","SG",3,4,0,1,18,2,0.444,36,2
"18841",FALSE,2016,"C.J. Miles","SF",2,0,0,0,11,1,0.409,22,2
"18842",FALSE,2016,"Andre Miller","PG",1,2,0,0,3,0,0.557,11,1
"18843",FALSE,2016,"Andre Miller","PG",0,2,0,0,3,0,0.621,10,1
"18844",FALSE,2016,"Andre Miller","PG",2,2,0,0,4,0,0.479,13,1
"18845",FALSE,2016,"Mike Miller","SF",1,0,0,0,1,0,0.355,7,1
"18846",FALSE,2016,"Patty Mills","PG",1,2,0,0,8,0,0.425,20,1
"18847",FALSE,2016,"Elijah Millsap","SG",1,0,0,0,1,0,0.282,8,1
"18848",FALSE,2016,"Paul Millsap","PF",9,3,1,1,17,2,0.47,32,2
"18849",FALSE,2016,"Nikola Mirotic","PF",5,1,0,0,11,1,0.407,24,2
"18850",FALSE,2016,"Nazr Mohammed","C",0,0,0,0,1,0,0.6,3,0
"18851",FALSE,2016,"Greg Monroe","C",8,2,0,0,15,1,0.522,29,2
"18852",FALSE,2016,"Luis Montero","SG",0,0,0,0,1,0,0.263,3,0
"18853",FALSE,2016,"E'Twaun Moore","SG",2,1,0,0,7,0,0.481,21,1
"18854",FALSE,2016,"Eric Moreland","PF",1,0,0,0,1,0,0.5,6,0
"18855",FALSE,2016,"Marcus Morris","SF",5,2,0,0,14,1,0.434,35,2
"18856",FALSE,2016,"Markieff Morris","PF",5,1,0,0,11,2,0.425,25,2
"18857",FALSE,2016,"Markieff Morris","PF",5,2,0,0,11,2,0.397,24,2
"18858",FALSE,2016,"Markieff Morris","PF",5,1,0,0,12,1,0.467,26,2
"18859",FALSE,2016,"Anthony Morrow","SG",0,0,0,0,5,0,0.408,13,0
"18860",FALSE,2016,"Donatas Motiejunas","PF",2,1,0,0,6,1,0.439,14,1
"18861",FALSE,2016,"Timofey Mozgov","C",4,0,0,0,6,0,0.565,17,2
"18862",FALSE,2016,"Emmanuel Mudiay","PG",3,5,0,0,12,3,0.364,30,2
"18863",FALSE,2016,"Shabazz Muhammad","SF",3,0,0,0,10,0,0.465,20,1
"18864",FALSE,2016,"Xavier Munford","SG",2,1,0,0,5,1,0.416,17,1
"18865",FALSE,2016,"Mike Muscala","C",1,0,0,0,3,0,0.5,9,1
"18866",FALSE,2016,"Larry Nance","PF",4,0,0,0,5,0,0.527,20,1
"18867",FALSE,2016,"Shabazz Napier","PG",1,1,0,0,3,0,0.338,10,0
"18868",FALSE,2016,"Gary Neal","SG",2,1,0,0,9,0,0.465,20,1
"18869",FALSE,2016,"Jameer Nelson","PG",2,4,0,0,7,1,0.368,26,2
"18870",FALSE,2016,"Raul Neto","PG",1,2,0,0,5,1,0.431,18,1
"18871",FALSE,2016,"Andrew Nicholson","PF",3,0,0,0,6,0,0.471,14,1
"18872",FALSE,2016,"Joakim Noah","C",8,3,1,0,4,1,0.383,21,2
"18873",FALSE,2016,"Nerlens Noel","C",8,1,1,1,11,2,0.521,29,2
"18874",FALSE,2016,"Lucas Nogueira","C",1,0,0,0,2,0,0.636,7,1
"18875",FALSE,2016,"Steve Novak","PF",0,0,0,0,2,0,0.444,4,0
"18876",FALSE,2016,"Steve Novak","PF",0,0,0,0,2,0,0.5,3,0
"18877",FALSE,2016,"Steve Novak","PF",0,0,0,0,2,0,0.333,6,0
"18878",FALSE,2016,"Dirk Nowitzki","PF",6,1,0,0,18,1,0.448,31,2
"18879",FALSE,2016,"Jusuf Nurkic","C",5,1,1,0,8,1,0.417,17,2
"18880",FALSE,2016,"J.J. O'Brien","SF",0,0,0,0,0,0,0,3,0
"18881",FALSE,2016,"Johnny O'Bryant","PF",2,0,0,0,3,0,0.411,12,1
"18882",FALSE,2016,"Kyle O'Quinn","PF",3,1,0,0,4,0,0.476,11,1
"18883",FALSE,2016,"Jahlil Okafor","C",7,1,1,0,17,2,0.508,30,2
"18884",FALSE,2016,"Victor Oladipo","SG",4,3,0,1,16,2,0.438,33,2
"18885",FALSE,2016,"Kelly Olynyk","C",4,1,0,0,9,1,0.455,20,2
"18886",FALSE,2016,"Kelly Oubre","SF",2,0,0,0,3,0,0.427,10,1
"18887",FALSE,2016,"Zaza Pachulia","C",9,1,0,0,8,1,0.466,26,2
"18888",FALSE,2016,"Kostas Papanikolaou","SF",1,0,0,0,2,0,0.364,11,0
"18889",FALSE,2016,"Jabari Parker","PF",5,1,0,0,14,1,0.493,31,2
"18890",FALSE,2016,"Tony Parker","PG",2,5,0,0,11,1,0.493,27,1
"18891",FALSE,2016,"Chandler Parsons","SF",4,2,0,0,13,1,0.492,29,1
"18892",FALSE,2016,"Lamar Patterson","SG",1,1,0,0,2,0,0.35,11,1
"18893",FALSE,2016,"Patrick Patterson","PF",4,1,0,0,6,0,0.414,25,1
"18894",TRUE,2016,"Chris Paul","PG",4,9,0,2,19,2,0.462,32,2
"18895",FALSE,2016,"Adreian Payne","PF",2,0,0,0,2,0,0.366,9,1
"18896",FALSE,2016,"Cameron Payne","PG",1,1,0,0,4,0,0.41,12,1
"18897",FALSE,2016,"Elfrid Payton","PG",3,6,0,1,10,2,0.436,29,2
"18898",FALSE,2016,"Nikola Pekovic","C",1,0,0,0,4,0,0.38,13,1
"18899",FALSE,2016,"Kendrick Perkins","C",3,0,0,0,2,1,0.533,14,1
"18900",FALSE,2016,"Paul Pierce","SF",2,1,0,0,6,0,0.363,18,1
"18901",FALSE,2016,"Tibor Pleiss","C",1,0,0,0,2,0,0.44,6,1
"18902",FALSE,2016,"Mason Plumlee","C",7,2,1,0,9,1,0.516,25,3
"18903",FALSE,2016,"Miles Plumlee","C",3,0,0,0,5,0,0.601,14,1
"18904",FALSE,2016,"Otto Porter","SF",5,1,0,1,11,0,0.473,30,2
"18905",FALSE,2016,"Bobby Portis","PF",5,0,0,0,7,0,0.427,17,1
"18906",FALSE,2016,"Kristaps Porzingis","PF",7,1,1,0,14,1,0.421,28,2
"18907",FALSE,2016,"Dwight Powell","PF",3,0,0,0,5,0,0.493,14,1
"18908",FALSE,2016,"Norman Powell","SG",2,0,0,0,5,0,0.424,14,1
"18909",FALSE,2016,"Phil Pressey","PG",1,3,0,0,3,1,0.385,12,1
"18910",FALSE,2016,"Phil Pressey","PG",1,3,0,0,3,1,0.382,12,1
"18911",FALSE,2016,"Phil Pressey","PG",0,3,0,0,2,1,0.391,12,1
"18912",FALSE,2016,"Ronnie Price","PG",1,2,0,1,5,1,0.384,19,2
"18913",FALSE,2016,"Pablo Prigioni","PG",1,2,0,0,2,0,0.374,13,1
"18914",FALSE,2016,"Tayshaun Prince","SF",1,0,0,0,2,0,0.445,18,0
"18915",FALSE,2016,"Julius Randle","PF",10,1,0,0,11,1,0.429,28,2
"18916",FALSE,2016,"Zach Randolph","PF",7,2,0,0,15,1,0.475,29,2
"18917",FALSE,2016,"J.J. Redick","SG",1,1,0,0,16,1,0.48,27,1
"18918",FALSE,2016,"Willie Reed","C",3,0,0,0,4,0,0.571,10,1
"18919",FALSE,2016,"Josh Richardson","SG",2,1,0,0,6,0,0.452,21,2
"18920",FALSE,2016,"Austin Rivers","SG",1,1,0,0,8,0,0.438,21,2
"18921",FALSE,2016,"Andre Roberson","SG",3,0,0,0,4,0,0.496,22,1
"18922",FALSE,2016,"Brian Roberts","PG",0,1,0,0,4,0,0.448,9,0
"18923",FALSE,2016,"Brian Roberts","PG",0,1,0,0,4,0,0.443,11,0
"18924",FALSE,2016,"Brian Roberts","PG",0,0,0,0,2,0,0.46,6,0
"18925",FALSE,2016,"Glenn Robinson","SF",1,0,0,0,3,0,0.43,11,0
"18926",FALSE,2016,"Nate Robinson","PG",0,2,0,0,0,0,0,11,2
"18927",FALSE,2016,"Thomas Robinson","PF",5,0,0,0,4,0,0.447,12,1
"18928",FALSE,2016,"Rajon Rondo","PG",6,11,0,1,11,3,0.454,35,2
"18929",FALSE,2016,"Derrick Rose","PG",3,4,0,0,16,2,0.427,31,1
"18930",FALSE,2016,"Terrence Ross","SF",2,0,0,0,9,0,0.431,23,1
"18931",FALSE,2016,"Terry Rozier","PG",1,0,0,0,1,0,0.274,7,0
"18932",FALSE,2016,"Ricky Rubio","PG",4,8,0,2,10,2,0.374,30,2
"18933",FALSE,2016,"Damjan Rudez","SF",0,0,0,0,2,0,0.403,8,1
"18934",FALSE,2016,"Brandon Rush","SG",2,0,0,0,4,0,0.427,14,0
"18935",FALSE,2016,"D'Angelo Russell","PG",3,3,0,1,13,2,0.41,28,1
"18936",FALSE,2016,"Robert Sacre","C",2,0,0,0,3,0,0.413,12,1
"18937",FALSE,2016,"JaKarr Sampson","SF",2,0,0,0,5,0,0.442,15,1
"18938",FALSE,2016,"JaKarr Sampson","SF",2,0,0,0,5,1,0.426,14,1
"18939",FALSE,2016,"JaKarr Sampson","SF",2,0,0,0,5,0,0.47,18,1
"18940",FALSE,2016,"Dennis Schroder","PG",2,4,0,0,10,2,0.421,20,1
"18941",FALSE,2016,"Luis Scola","PF",4,0,0,0,8,0,0.45,21,2
"18942",FALSE,2016,"Mike Scott","PF",2,1,0,0,6,0,0.468,15,1
"18943",FALSE,2016,"Thabo Sefolosha","SF",4,1,0,1,6,0,0.505,23,1
"18944",FALSE,2016,"Kevin Seraphin","C",2,0,0,0,3,0,0.41,10,1
"18945",FALSE,2016,"Ramon Sessions","PG",2,2,0,0,9,1,0.473,20,1
"18946",FALSE,2016,"Iman Shumpert","SG",3,1,0,1,5,1,0.374,24,2
"18947",FALSE,2016,"Jonathon Simmons","SG",1,1,0,0,6,0,0.504,14,1
"18948",FALSE,2016,"Henry Sims","C",5,0,1,0,6,0,0.429,18,2
"18949",FALSE,2016,"Kyle Singler","SF",2,0,0,0,3,0,0.389,14,1
"18950",FALSE,2016,"Donald Sloan","PG",2,4,0,0,6,1,0.44,21,1
"18951",FALSE,2016,"Marcus Smart","PG",4,3,0,1,9,1,0.348,27,3
"18952",FALSE,2016,"Greg Smith","PF",2,0,0,0,2,0,0.563,10,1
"18953",FALSE,2016,"Ish Smith","PG",3,6,0,1,12,2,0.411,29,1
"18954",FALSE,2016,"Ish Smith","PG",3,5,0,0,8,1,0.43,22,1
"18955",FALSE,2016,"Ish Smith","PG",4,6,0,1,14,2,0.405,32,1
"18956",FALSE,2016,"J.R. Smith","SG",2,1,0,1,12,0,0.415,30,2
"18957",FALSE,2016,"Jason Smith","C",2,0,0,0,7,0,0.485,15,2
"18958",FALSE,2016,"Josh Smith","PF",3,1,0,0,6,1,0.364,16,2
"18959",FALSE,2016,"Josh Smith","PF",3,1,1,0,5,1,0.383,14,1
"18960",FALSE,2016,"Josh Smith","PF",2,2,0,0,6,1,0.343,18,2
"18961",FALSE,2016,"Russ Smith","PG",0,0,0,0,1,0,0.318,4,0
"18962",FALSE,2016,"Tony Snell","SF",3,0,0,0,5,0,0.372,20,1
"18963",FALSE,2016,"Marreese Speights","C",3,0,0,0,7,0,0.432,11,1
"18964",FALSE,2016,"Tiago Splitter","C",3,0,0,0,5,0,0.523,16,1
"18965",FALSE,2016,"Nik Stauskas","SG",2,1,0,0,8,1,0.385,24,1
"18966",FALSE,2016,"Lance Stephenson","SF",3,1,0,0,8,1,0.481,19,1
"18967",FALSE,2016,"Lance Stephenson","SF",2,1,0,0,4,1,0.494,15,1
"18968",FALSE,2016,"Lance Stephenson","SF",4,2,0,0,14,1,0.474,26,2
"18969",FALSE,2016,"Alex Stepheson","PF",3,0,0,0,2,0,0.333,9,1
"18970",FALSE,2016,"Alex Stepheson","PF",0,0,0,0,0,0,1,3,1
"18971",FALSE,2016,"Alex Stepheson","PF",6,0,0,0,5,0,0.308,15,2
"18972",FALSE,2016,"Jarnell Stokes","C",0,0,0,0,1,0,0.6,2,0
"18974",FALSE,2016,"Jarnell Stokes","C",0,0,0,0,1,0,0.6,2,0
"18975",FALSE,2016,"Amar'e Stoudemire","C",4,0,0,0,5,0,0.566,14,1
"18976",FALSE,2016,"Rodney Stuckey","PG",2,2,0,0,8,1,0.413,21,1
"18977",FALSE,2016,"Jared Sullinger","PF",8,2,0,0,10,1,0.435,23,2
"18978",FALSE,2016,"Walter Tavares","C",1,0,0,0,2,0,0.579,6,0
"18979",FALSE,2016,"Jeff Teague","PG",2,5,0,1,15,2,0.439,28,2
"18980",FALSE,2016,"Mirza Teletovic","PF",3,1,0,0,12,1,0.427,21,2
"18981",FALSE,2016,"Garrett Temple","SF",2,1,0,0,7,0,0.398,24,2
"18982",FALSE,2016,"Jason Terry","SG",1,1,0,0,5,0,0.402,17,1
"18983",FALSE,2016,"Isaiah Thomas","PG",2,6,0,1,22,2,0.428,32,2
"18984",FALSE,2016,"Lance Thomas","PF",2,0,0,0,8,0,0.442,22,1
"18985",FALSE,2016,"Hollis Thompson","SG",3,1,0,0,9,0,0.397,27,2
"18986",FALSE,2016,"Jason Thompson","C",2,0,0,0,3,0,0.481,10,1
"18987",FALSE,2016,"Jason Thompson","C",1,0,0,0,2,0,0.476,6,1
"18988",FALSE,2016,"Jason Thompson","C",4,0,0,0,4,0,0.485,15,2
"18989",FALSE,2016,"Klay Thompson","SG",3,2,0,0,22,1,0.47,33,1
"18990",FALSE,2016,"Tristan Thompson","PF",9,0,0,0,7,0,0.588,27,2
"18991",FALSE,2016,"Marcus Thornton","SG",2,1,0,0,9,0,0.399,18,1
"18992",FALSE,2016,"Marcus Thornton","SG",2,1,0,0,10,0,0.4,18,1
"18993",FALSE,2016,"Marcus Thornton","SG",2,1,0,0,8,0,0.393,16,1
"18994",FALSE,2016,"Anthony Tolliver","PF",3,0,0,0,5,0,0.386,18,1
"18995",FALSE,2016,"Axel Toupane","SF",1,0,0,0,3,0,0.357,14,1
"18996",FALSE,2016,"Karl-Anthony Towns","C",10,1,1,0,18,2,0.542,32,2
"18997",FALSE,2016,"P.J. Tucker","SF",6,2,0,1,7,1,0.411,30,2
"18998",FALSE,2016,"Evan Turner","SG",4,4,0,0,10,2,0.456,28,1
"18999",FALSE,2016,"Myles Turner","C",5,0,1,0,10,1,0.498,22,2
"19000",FALSE,2016,"Beno Udrih","PG",1,2,0,0,4,1,0.434,16,1
"19001",FALSE,2016,"Beno Udrih","PG",1,3,0,0,5,1,0.435,15,1
"19002",FALSE,2016,"Beno Udrih","PG",1,2,0,0,4,1,0.434,16,1
"19003",FALSE,2016,"Jonas Valanciunas","C",9,0,1,0,12,1,0.565,25,2
"19004",FALSE,2016,"Anderson Varejao","C",2,0,0,0,2,0,0.427,9,1
"19005",FALSE,2016,"Anderson Varejao","C",2,0,0,0,2,0,0.421,10,1
"19006",FALSE,2016,"Anderson Varejao","C",2,0,0,0,2,0,0.438,8,1
"19007",FALSE,2016,"Greivis Vasquez","PG",2,3,0,0,5,1,0.326,20,1
"19008",FALSE,2016,"Rashad Vaughn","SG",1,0,0,0,3,0,0.305,14,1
"19009",FALSE,2016,"Charlie Villanueva","PF",2,0,0,0,5,0,0.382,10,1
"19010",FALSE,2016,"Noah Vonleh","PF",3,0,0,0,3,0,0.421,15,1
"19011",FALSE,2016,"Nikola Vucevic","C",8,2,1,0,18,1,0.51,31,2
"19012",FALSE,2016,"Sasha Vujacic","SG",2,1,0,0,4,0,0.383,14,1
"19013",FALSE,2016,"Dwyane Wade","SG",4,4,0,1,19,2,0.456,30,1
"19014",FALSE,2016,"Dion Waiters","SG",2,1,0,1,9,1,0.399,27,1
"19015",FALSE,2016,"Kemba Walker","PG",4,5,0,1,20,2,0.427,35,1
"19016",FALSE,2016,"John Wall","PG",4,10,0,1,19,4,0.424,36,2
"19017",FALSE,2016,"T.J. Warren","SF",3,0,0,0,10,0,0.501,22,2
"19018",FALSE,2016,"C.J. Watson","PG",2,2,0,0,4,0,0.343,19,1
"19019",FALSE,2016,"Briante Weber","PG",3,3,0,1,4,1,0.359,24,1
"19020",FALSE,2016,"Briante Weber","PG",4,3,0,1,4,1,0.342,27,1
"19021",FALSE,2016,"Briante Weber","PG",1,1,0,0,2,0,1,3,1
"19022",FALSE,2016,"Sonny Weems","SG-SF",1,1,0,0,2,0,0.382,11,1
"19023",FALSE,2016,"Sonny Weems","SG",1,1,0,0,2,1,0.393,11,1
"19024",FALSE,2016,"Sonny Weems","SF",1,0,0,0,2,0,0.333,11,1
"19025",FALSE,2016,"David West","PF",3,1,0,0,7,0,0.545,18,1
"19026",TRUE,2016,"Russell Westbrook","PG",7,10,0,2,23,4,0.454,34,2
"19027",FALSE,2016,"Hassan Whiteside","C",11,0,3,0,14,1,0.606,29,2
"19028",FALSE,2016,"Shayne Whittington","PF",1,0,0,0,1,0,0.455,5,1
"19029",FALSE,2016,"Andrew Wiggins","SF",3,2,0,0,20,2,0.459,35,2
"19030",FALSE,2016,"C.J. Wilcox","SG",0,0,0,0,3,0,0.394,7,0
"19031",FALSE,2016,"Alan Williams","PF",3,0,0,0,2,0,0.417,6,1
"19032",FALSE,2016,"Deron Williams","PG",2,5,0,0,14,2,0.414,32,2
"19033",FALSE,2016,"Derrick Williams","SF",3,0,0,0,9,0,0.45,17,0
"19034",FALSE,2016,"Elliot Williams","PG",0,0,0,0,1,0,0.2,9,0
"19035",FALSE,2016,"Lou Williams","SG",2,2,0,0,15,1,0.408,28,1
"19036",FALSE,2016,"Marvin Williams","PF",6,1,0,0,11,0,0.452,28,1
"19037",FALSE,2016,"Mo Williams","PG",1,2,0,0,8,1,0.437,18,1
"19038",FALSE,2016,"Justise Winslow","SF",5,1,0,0,6,1,0.422,28,2
"19039",FALSE,2016,"Jeff Withey","C",3,0,1,0,4,0,0.537,12,1
"19040",FALSE,2016,"Christian Wood","PF",2,0,0,0,3,0,0.415,8,0
"19041",FALSE,2016,"Metta World","SF",2,0,0,0,5,0,0.311,16,1
"19042",FALSE,2016,"Brandan Wright","PF",3,0,1,0,6,0,0.673,17,1
"19043",FALSE,2016,"Delon Wright","PG",1,1,0,0,3,0,0.45,8,0
"19044",FALSE,2016,"Tony Wroten","PG",2,2,0,0,8,3,0.338,18,1
"19045",FALSE,2016,"James Young","SG",0,0,0,0,1,0,0.306,6,0
"19046",FALSE,2016,"Joe Young","PG",1,1,0,0,3,0,0.367,9,0
"19047",FALSE,2016,"Nick Young","SG",1,0,0,0,7,0,0.339,19,0
"19048",FALSE,2016,"Thaddeus Young","PF",9,1,0,1,15,1,0.514,32,2
"19049",FALSE,2016,"Cody Zeller","C",6,0,0,0,8,0,0.529,24,2
"19050",FALSE,2016,"Tyler Zeller","C",2,0,0,0,6,0,0.476,11,1
"19051",FALSE,2017,"Alex Abrines","SG",1,0,0,0,5,0,0.393,15,1
"19052",FALSE,2017,"Quincy Acy","PF",3,0,0,0,5,0,0.412,14,1
"19053",FALSE,2017,"Quincy Acy","PF",1,0,0,0,2,0,0.294,8,1
"19054",FALSE,2017,"Quincy Acy","PF",3,0,0,0,6,0,0.425,15,1
"19055",FALSE,2017,"Steven Adams","C",7,1,0,1,11,1,0.571,29,2
"19056",FALSE,2017,"Arron Afflalo","SG",2,1,0,0,8,0,0.44,25,1
"19057",FALSE,2017,"Alexis Ajinca","C",4,0,0,0,5,0,0.5,14,1
"19058",FALSE,2017,"Cole Aldrich","C",2,0,0,0,1,0,0.523,8,1
"19059",FALSE,2017,"LaMarcus Aldridge","PF",7,1,1,0,17,1,0.477,32,2
"19060",FALSE,2017,"Lavoy Allen","PF",3,0,0,0,2,0,0.458,14,1
"19061",FALSE,2017,"Tony Allen","SG",5,1,0,1,9,1,0.461,26,2
"19062",FALSE,2017,"Al-Farouq Aminu","SF",7,1,0,0,8,1,0.393,29,1
"19063",FALSE,2017,"Chris Andersen","C",2,0,0,0,2,0,0.409,9,1
"19064",FALSE,2017,"Alan Anderson","SF",0,0,0,0,2,0,0.375,10,1
"19065",FALSE,2017,"Justin Anderson","SF",3,0,0,0,7,0,0.424,16,1
"19066",FALSE,2017,"Justin Anderson","SF",2,0,0,0,6,0,0.401,13,1
"19067",FALSE,2017,"Justin Anderson","SF",4,1,0,0,8,1,0.463,21,1
"19068",FALSE,2017,"Kyle Anderson","SG",2,1,0,0,3,0,0.445,14,0
"19069",FALSE,2017,"Ryan Anderson","PF",4,0,0,0,13,0,0.418,29,1
"19070",TRUE,2017,"Giannis Antetokounmpo","SF",8,5,1,1,22,2,0.521,35,3
"19071",FALSE,2017,"Carmelo Anthony","SF",5,2,0,0,22,2,0.433,34,2
"19072",FALSE,2017,"Joel Anthony","C",1,0,0,0,1,0,0.625,6,0
"19073",FALSE,2017,"Trevor Ariza","SF",5,2,0,1,11,0,0.409,34,1
"19074",FALSE,2017,"Darrell Arthur","PF",2,1,0,0,6,0,0.442,15,1
"19075",FALSE,2017,"Omer Asik","C",5,0,0,0,2,0,0.477,15,1
"19076",FALSE,2017,"D.J. Augustin","PG",1,2,0,0,7,1,0.377,19,1
"19077",FALSE,2017,"Luke Babbitt","SF",2,0,0,0,4,0,0.402,15,1
"19078",FALSE,2017,"Ron Baker","SG",1,2,0,0,4,1,0.378,16,1
"19079",FALSE,2017,"Wade Baldwin","PG",1,1,0,0,3,1,0.313,12,1
"19080",FALSE,2017,"Leandro Barbosa","SG",1,1,0,0,6,0,0.439,14,1
"19081",FALSE,2017,"J.J. Barea","PG",2,5,0,0,10,1,0.414,22,0
"19082",FALSE,2017,"Harrison Barnes","PF",5,1,0,0,19,1,0.468,35,1
"19083",FALSE,2017,"Matt Barnes","SF",5,2,0,0,7,1,0.391,24,2
"19084",FALSE,2017,"Matt Barnes","SF",5,2,0,0,7,1,0.384,25,2
"19085",FALSE,2017,"Matt Barnes","SF",4,2,0,0,5,1,0.422,20,2
"19086",FALSE,2017,"Will Barton","SG",4,3,0,0,13,1,0.443,28,1
"19087",FALSE,2017,"Brandon Bass","PF",2,0,0,0,5,0,0.575,11,0
"19088",FALSE,2017,"Nicolas Batum","SG",6,5,0,1,15,2,0.403,33,1
"19089",FALSE,2017,"Jerryd Bayless","PG",4,4,0,0,11,3,0.344,23,1
"19090",FALSE,2017,"Aron Baynes","C",4,0,0,0,4,0,0.513,15,2
"19091",FALSE,2017,"Kent Bazemore","SF",3,2,0,1,10,1,0.409,26,2
"19092",FALSE,2017,"Bradley Beal","SG",3,3,0,1,23,2,0.482,34,2
"19093",FALSE,2017,"Malik Beasley","SG",0,0,0,0,3,0,0.452,7,0
"19094",FALSE,2017,"Michael Beasley","PF",3,0,0,0,9,1,0.532,16,1
"19095",FALSE,2017,"Marco Belinelli","SG",2,1,0,0,10,0,0.429,24,1
"19096",FALSE,2017,"DeAndre' Bembry","SF",1,0,0,0,2,0,0.48,9,0
"19097",FALSE,2017,"Dragan Bender","PF",2,0,0,0,3,0,0.354,13,1
"19098",FALSE,2017,"Anthony Bennett","PF",3,0,0,0,5,0,0.413,11,0
"19099",FALSE,2017,"Ben Bentil","PF",0,0,0,0,0,0,0,3,0
"19100",FALSE,2017,"Davis Bertans","PF",1,0,0,0,4,0,0.44,12,1
"19101",FALSE,2017,"Patrick Beverley","SG",5,4,0,1,9,1,0.42,30,3
"19102",FALSE,2017,"Bismack Biyombo","C",7,0,1,0,5,1,0.528,22,2
"19103",FALSE,2017,"Nemanja Bjelica","PF",3,1,0,0,6,0,0.424,18,2
"19104",FALSE,2017,"Tarik Black","C",5,0,0,0,5,0,0.51,16,2
"19105",FALSE,2017,"Eric Bledsoe","PG",4,6,0,1,21,3,0.434,32,2
"19106",FALSE,2017,"Bojan Bogdanovic","SF",3,1,0,0,13,1,0.445,25,1
"19107",FALSE,2017,"Bojan Bogdanovic","SF",3,1,0,0,14,1,0.44,26,1
"19108",FALSE,2017,"Bojan Bogdanovic","SF",3,0,0,0,12,1,0.457,23,1
"19109",FALSE,2017,"Andrew Bogut","C",8,1,0,0,2,1,0.469,21,3
